date,value,asset_key,asset_name
2000-04-01,249.4,tea,Tea
2000-05-01,252.0,tea,Tea
2000-06-01,240.64,tea,Tea
2000-07-01,247.0,tea,Tea
2000-08-01,261.35,tea,Tea
2000-09-01,262.43,tea,Tea
2000-10-01,253.0,tea,Tea
2000-11-01,250.82,tea,Tea
2000-12-01,245.43,tea,Tea
2001-01-01,236.09,tea,Tea
2001-02-01,230.0,tea,Tea
2001-03-01,224.82,tea,Tea
2001-04-01,212.35,tea,Tea
2001-05-01,195.57,tea,Tea
2001-06-01,191.0,tea,Tea
2001-07-01,196.09,tea,Tea
2001-08-01,197.74,tea,Tea
2001-09-01,190.9,tea,Tea
2001-10-01,177.26,tea,Tea
2001-11-01,162.09,tea,Tea
2001-12-01,163.57,tea,Tea
2002-01-01,172.91,tea,Tea
2002-02-01,169.9,tea,Tea
2002-03-01,195.19,tea,Tea
2002-04-01,185.64,tea,Tea
2002-05-01,164.09,tea,Tea
2002-06-01,168.5,tea,Tea
2002-07-01,175.43,tea,Tea
2002-08-01,181.86,tea,Tea
2002-09-01,193.43,tea,Tea
2002-10-01,181.09,tea,Tea
2002-11-01,178.48,tea,Tea
2002-12-01,183.73,tea,Tea
2003-01-01,182.39,tea,Tea
2003-02-01,192.25,tea,Tea
2003-03-01,192.19,tea,Tea
2003-04-01,188.5,tea,Tea
2003-05-01,182.09,tea,Tea
2003-06-01,196.95,tea,Tea
2003-07-01,204.48,tea,Tea
2003-08-01,191.95,tea,Tea
2003-09-01,195.41,tea,Tea
2003-10-01,200.48,tea,Tea
2003-11-01,200.0,tea,Tea
2003-12-01,205.22,tea,Tea
2004-01-01,202.82,tea,Tea
2004-02-01,198.1,tea,Tea
2004-03-01,191.78,tea,Tea
2004-04-01,177.95,tea,Tea
2004-05-01,186.62,tea,Tea
2004-06-01,186.59,tea,Tea
2004-07-01,190.73,tea,Tea
2004-08-01,206.45,tea,Tea
2004-09-01,240.73,tea,Tea
2004-10-01,201.76,tea,Tea
2004-11-01,192.5,tea,Tea
2004-12-01,201.78,tea,Tea
2005-01-01,236.67,tea,Tea
2005-02-01,258.1,tea,Tea
2005-03-01,241.52,tea,Tea
2005-04-01,190.71,tea,Tea
2005-05-01,200.32,tea,Tea
2005-06-01,223.41,tea,Tea
2005-07-01,201.38,tea,Tea
2005-08-01,211.83,tea,Tea
2005-09-01,224.41,tea,Tea
2005-10-01,211.57,tea,Tea
2005-11-01,194.77,tea,Tea
2005-12-01,201.86,tea,Tea
2006-01-01,225.0,tea,Tea
2006-02-01,278.9,tea,Tea
2006-03-01,259.74,tea,Tea
2006-04-01,230.45,tea,Tea
2006-05-01,238.26,tea,Tea
2006-06-01,250.14,tea,Tea
2006-07-01,263.81,tea,Tea
2006-08-01,247.22,tea,Tea
2006-09-01,229.81,tea,Tea
2006-10-01,224.27,tea,Tea
2006-11-01,213.23,tea,Tea
2006-12-01,239.57,tea,Tea
2007-01-01,249.7,tea,Tea
2007-02-01,212.5,tea,Tea
2007-03-01,203.27,tea,Tea
2007-04-01,192.05,tea,Tea
2007-05-01,190.04,tea,Tea
2007-06-01,202.05,tea,Tea
2007-07-01,211.91,tea,Tea
2007-08-01,210.39,tea,Tea
2007-09-01,231.25,tea,Tea
2007-10-01,224.3,tea,Tea
2007-11-01,209.64,tea,Tea
2007-12-01,206.05,tea,Tea
2008-01-01,229.7,tea,Tea
2008-02-01,264.67,tea,Tea
2008-03-01,246.29,tea,Tea
2008-04-01,260.91,tea,Tea
2008-05-01,265.14,tea,Tea
2008-06-01,284.52,tea,Tea
2008-07-01,287.48,tea,Tea
2008-08-01,321.9,tea,Tea
2008-09-01,321.59,tea,Tea
2008-10-01,282.39,tea,Tea
2008-11-01,241.0,tea,Tea
2008-12-01,228.48,tea,Tea
2009-01-01,261.59,tea,Tea
2009-02-01,270.0,tea,Tea
2009-03-01,262.86,tea,Tea
2009-04-01,277.41,tea,Tea
2009-05-01,288.0,tea,Tea
2009-06-01,287.14,tea,Tea
2009-07-01,337.65,tea,Tea
2009-08-01,328.38,tea,Tea
2009-09-01,374.41,tea,Tea
2009-10-01,344.77,tea,Tea
2009-11-01,361.05,tea,Tea
2009-12-01,374.22,tea,Tea
2010-01-01,338.6666666666667,tea,Tea
2010-02-01,332.35,tea,Tea
2010-03-01,332.6086956521739,tea,Tea
2010-04-01,313.5909090909091,tea,Tea
2010-05-01,286.1428571428571,tea,Tea
2010-06-01,262.3636363636364,tea,Tea
2010-07-01,259.1818181818182,tea,Tea
2010-08-01,315.0909090909091,tea,Tea
2010-09-01,337.1818181818182,tea,Tea
2010-10-01,339.8571428571429,tea,Tea
2010-11-01,331.6818181818182,tea,Tea
2010-12-01,352.1304347826087,tea,Tea
2011-01-01,368.0952380952381,tea,Tea
2011-02-01,349.75,tea,Tea
2011-03-01,330.6521739130435,tea,Tea
2011-04-01,325.3333333333333,tea,Tea
2011-05-01,327.6818181818182,tea,Tea
2011-06-01,334.0454545454545,tea,Tea
2011-07-01,356.1428571428571,tea,Tea
2011-08-01,358.1739130434783,tea,Tea
2011-09-01,362.2727272727273,tea,Tea
2011-10-01,357.1428571428571,tea,Tea
2011-11-01,351.2727272727273,tea,Tea
2011-12-01,333.3636363636364,tea,Tea
2012-01-01,337.2727272727273,tea,Tea
2012-02-01,341.0,tea,Tea
2012-03-01,341.0,tea,Tea
2012-04-01,341.0,tea,Tea
2012-05-01,341.0,tea,Tea
2012-06-01,341.0,tea,Tea
2012-07-01,345.5879999818182,tea,Tea
2012-08-01,353.1771594434783,tea,Tea
2012-09-01,358.231866685,tea,Tea
2012-10-01,368.1613913086957,tea,Tea
2012-11-01,368.1146666681818,tea,Tea
2012-12-01,351.435682547619,tea,Tea
2013-01-01,338.8650435043478,tea,Tea
2013-02-01,320.90373335,tea,Tea
2013-03-01,297.3953015904762,tea,Tea
2013-04-01,266.3106666636364,tea,Tea
2013-05-01,272.3651014695652,tea,Tea
2013-06-01,254.022266675,tea,Tea
2013-07-01,256.1552463913043,tea,Tea
2013-08-01,248.0413333272727,tea,Tea
2013-09-01,230.4943492142857,tea,Tea
2013-10-01,221.7191883826087,tea,Tea
2013-11-01,235.2575238047619,tea,Tea
2013-12-01,245.6853333272727,tea,Tea
2014-01-01,248.9991884130435,tea,Tea
2014-02-01,256.97760003,tea,Tea
2014-03-01,237.7257142857143,tea,Tea
2014-04-01,223.4066666545455,tea,Tea
2014-05-01,219.52133335,tea,Tea
2014-06-01,223.696,tea,Tea
2014-07-01,232.3939710217391,tea,Tea
2014-08-01,235.777142852381,tea,Tea
2014-09-01,232.9546666863636,tea,Tea
2014-10-01,256.1947826173913,tea,Tea
2014-11-01,243.3376,tea,Tea
2014-12-01,243.3059710217391,tea,Tea
2015-01-01,269.6173333272727,tea,Tea
2015-02-01,296.35173336,tea,Tea
2015-03-01,307.56133335,tea,Tea
2015-04-01,290.7386666727273,tea,Tea
2015-05-01,313.8066031619048,tea,Tea
2015-06-01,355.8799999954545,tea,Tea
2015-07-01,403.0323478217391,tea,Tea
2015-08-01,387.3326984095238,tea,Tea
2015-09-01,371.2146666636364,tea,Tea
2015-10-01,391.8399999863636,tea,Tea
2015-11-01,353.773968252381,tea,Tea
2015-12-01,343.4907826217391,tea,Tea
2016-01-01,319.8255238095238,tea,Tea
2016-02-01,287.262730147619,tea,Tea
2016-03-01,263.7066666695652,tea,Tea
2016-04-01,237.9855238095238,tea,Tea
2016-05-01,247.256,tea,Tea
2016-06-01,268.9146666545455,tea,Tea
2016-07-01,280.1179682428571,tea,Tea
2016-08-01,275.9233623130435,tea,Tea
2016-09-01,297.9719999954545,tea,Tea
2016-10-01,304.9297777952381,tea,Tea
2016-11-01,328.5999999818182,tea,Tea
2016-12-01,336.6599999909091,tea,Tea
2017-01-01,368.7346666545455,tea,Tea
2017-02-01,382.87480002,tea,Tea
2017-03-01,356.1028405826087,tea,Tea
2017-04-01,362.096533335,tea,Tea
2017-05-01,371.4824347782609,tea,Tea
2017-06-01,381.2173333590909,tea,Tea
2017-07-01,371.3977143047619,tea,Tea
2017-08-01,362.6658550869565,tea,Tea
2017-09-01,361.5249523714286,tea,Tea
2017-10-01,362.41066665,tea,Tea
2017-11-01,344.9975757590909,tea,Tea
2017-12-01,320.9121577904762,tea,Tea
2018-01-01,326.4423646434783,tea,Tea
2018-02-01,346.513624005,tea,Tea
2018-03-01,331.2697547636364,tea,Tea
2018-04-01,312.4180614809524,tea,Tea
2018-05-01,293.2837341608696,tea,Tea
2018-06-01,286.8490982333333,tea,Tea
2018-07-01,285.7243002318182,tea,Tea
2018-08-01,273.3015045608696,tea,Tea
2018-09-01,287.130790215,tea,Tea
2018-10-01,284.1037791956522,tea,Tea
2018-11-01,278.2368095045455,tea,Tea
2018-12-01,273.847930447619,tea,Tea
2019-01-01,270.7691031826087,tea,Tea
2019-02-01,279.3950953842105,tea,Tea
2019-03-01,268.8208122666667,tea,Tea
2019-04-01,260.3247461090909,tea,Tea
2019-05-01,273.5784859652174,tea,Tea
2019-06-01,252.229155305,tea,Tea
2019-07-01,242.2004501695652,tea,Tea
2019-08-01,257.8013376363636,tea,Tea
2019-09-01,276.2314778809524,tea,Tea
2019-10-01,285.9239426565217,tea,Tea
2019-11-01,277.4449202142857,tea,Tea
2019-12-01,274.5964825454545,tea,Tea
2020-01-01,280.542589726087,tea,Tea
2020-02-01,267.24550411,tea,Tea
2020-03-01,260.1179093454545,tea,Tea
2020-04-01,257.2635620227273,tea,Tea
2020-05-01,246.2854547714286,tea,Tea
2020-06-01,229.7956403136364,tea,Tea
2020-07-01,234.6032460695652,tea,Tea
2020-08-01,247.7589204428571,tea,Tea
2020-09-01,266.1989100818182,tea,Tea
2020-10-01,253.9955412272727,tea,Tea
2020-11-01,255.6896328142857,tea,Tea
2020-12-01,247.700509426087,tea,Tea
2021-01-01,249.059037252381,tea,Tea
2021-02-01,266.28991827,tea,Tea
2021-03-01,254.9020258434783,tea,Tea
2021-04-01,239.6824374727273,tea,Tea
2021-05-01,244.248605147619,tea,Tea
2021-06-01,228.0168441954545,tea,Tea
2021-07-01,225.4107010090909,tea,Tea
2021-08-01,257.9254396590909,tea,Tea
2021-09-01,292.6740153863636,tea,Tea
2021-10-01,315.9283767952381,tea,Tea
2021-11-01,315.6742630545455,tea,Tea
2021-12-01,316.6293093173913,tea,Tea
2022-01-01,312.3747242904762,tea,Tea
2022-02-01,314.069209815,tea,Tea
2022-03-01,282.4418907521739,tea,Tea
2022-04-01,270.6409757238095,tea,Tea
2022-05-01,263.4686648636364,tea,Tea
2022-06-01,265.2888283545455,tea,Tea
2022-07-01,264.4870896761905,tea,Tea
2022-08-01,262.2222485434783,tea,Tea
2022-09-01,268.7636858863636,tea,Tea
2022-10-01,275.0613727761905,tea,Tea
2022-11-01,283.2836264636364,tea,Tea
2022-12-01,273.2727272727273,tea,Tea
2023-01-01,264.9165221363636,tea,Tea
2023-02-01,264.46975473,tea,Tea
2023-03-01,278.8015637826087,tea,Tea
2023-04-01,264.19673021,tea,Tea
2023-05-01,260.8373415391304,tea,Tea
2023-06-01,264.9992568590909,tea,Tea
2023-07-01,273.2412092857143,tea,Tea
2023-08-01,307.4493543521739,tea,Tea
2023-09-01,326.7626832619048,tea,Tea
2023-10-01,324.1132028772727,tea,Tea
2023-11-01,335.5719593727273,tea,Tea
2023-12-01,317.2284935904762,tea,Tea
2024-01-01,315.1256960086957,tea,Tea
2024-02-01,340.8906189333333,tea,Tea
2024-03-01,364.9861165047619,tea,Tea
2024-04-01,336.5234084636364,tea,Tea
2024-05-01,295.8557042913043,tea,Tea
2024-06-01,293.9108992,tea,Tea
2024-07-01,300.6039569,tea,Tea
2024-08-01,323.4513252227273,tea,Tea
2024-09-01,346.7844816428571,tea,Tea
2024-10-01,328.5395095391304,tea,Tea
2024-11-01,352.4616582380952,tea,Tea
2024-12-01,337.1439187272727,tea,Tea
2025-01-01,342.6655609521739,tea,Tea
2025-02-01,332.81689372,tea,Tea
2025-03-01,320.8254833190476,tea,Tea
2025-04-01,315.8810998045455,tea,Tea
2025-05-01,318.9422838772727,tea,Tea
2025-06-01,305.9608148428571,tea,Tea
2025-07-01,303.7694586086957,tea,Tea
2025-08-01,301.7571039047619,tea,Tea
2025-09-01,323.5754272863636,tea,Tea
2025-10-01,317.5393910652174,tea,Tea
2025-11-01,303.78528611,tea,Tea
2025-12-01,313.6616514565217,tea,Tea
2026-01-01,309.8000990681818,tea,Tea
2026-02-01,302.7386921,tea,Tea
